State_UT,District_ID,Empowerment_Dimension,Female_Literacy_Percent,Female_LFPR_Percent,Girls_Secondary_Edu_Percent,Women_Bank_Account_Percent,Women_Digital_Access_Percent,Empowerment_Score,Data_Timestamp,Women_Educated_Per_Year,Women_Economic_Contributors,Women_Economic_Growth_Contribution_Percent,Women_Lack_of_Education_Percent,RealTime_Empowerment_Index,Risk_Level,Future_Empowerment_Index
Kerala,4492,Digital Inclusion,0.5406351587896971,0.07876969242310572,0.407881576315263,0.17725000000000013,0.6316491579122895,0.623,2024-02-13 02:43:00,423463,169410,0.7254545454545455,0.3783783783783785,0.4200026441818971,Moderate Risk,0.44285978703903983
Telangana,5413,Safety,0.04426106526631668,0.7674418604651161,0.5539107821564313,0.9052500000000001,0.3350008337502084,0.055,2024-02-13 02:57:00,451248,22004,0.8636363636363636,0.6271613228134968,0.585237461155419,Moderate Risk,0.608094604012562
Maharashtra,5862,Digital Inclusion,0.4903725931482872,0.04476119029757436,0.913382676535307,0.5187500000000003,0.6003001500750375,0.604,2024-02-13 03:03:00,251459,166611,0.28909090909090907,0.8564713782105087,0.5304469853368035,Moderate Risk,0.5533041281939464
Bihar,4759,Education,0.5556389097274319,0.9057264316079019,0.7651530306061214,0.00924999999999998,0.7697181924295481,0.837,2024-02-13 03:35:00,68921,41552,0.020000000000000004,0.6822225952660735,0.5296727370910109,Moderate Risk,0.552529879948154
Karnataka,6366,Education,0.7596899224806202,0.897224306076519,0.4866973394678935,0.69,0.25912956478239124,0.456,2024-02-13 04:34:00,295498,11482,0.4054545454545455,0.5628672150411281,0.5801518419004424,Moderate Risk,0.6030089847575855
Maharashtra,5197,Digital Inclusion,0.35133783445861466,0.6531632908227056,0.6603320664132828,0.8192499999999998,0.6546606636651658,0.166,2024-02-13 08:13:00,69061,150744,0.8763636363636365,0.5685747859660905,0.6548117539556423,Moderate Risk,0.6776688968127851
Bihar,7682,Health,0.8719679919979995,0.6461615403850962,0.3864772954590918,0.78525,0.8766049691512422,0.975,2024-02-13 14:37:00,334800,239085,0.68,0.3636058418667115,0.6585810912657344,Moderate Risk,0.6814382341228773
Telangana,4047,Education,0.028007001750437688,0.8184546136534132,0.08361672334466896,0.7175000000000002,0.08904452226113058,0.33,2024-02-13 16:26:00,490357,232754,0.42727272727272725,0.21034077555816688,0.33917662340579213,High Risk,0.362033766262935
Bihar,5265,Safety,0.9089772443110777,0.3330832708177044,0.6213242648529707,0.85425,0.9779889944972485,0.941,2024-02-13 16:53:00,25895,226133,0.20000000000000004,0.6323652845391976,0.6468555798597427,Moderate Risk,0.6628571520744214
Maharashtra,1601,Education,0.14253563390847712,0.290822705676419,0.4476895379075816,0.79725,0.42504585626146396,0.855,2024-02-13 17:00:00,197676,146281,0.5763636363636363,0.46097028705724363,0.4486682367392602,Moderate Risk,0.47152537959640306
Tamil Nadu,7944,Safety,0.6011502875718928,0.2458114528632157,0.7189437887577517,0.5110000000000001,0.10905452726363185,0.283,2024-02-13 17:56:00,356576,7476,0.38181818181818183,0.6907839516535169,0.46550888427545584,Moderate Risk,0.4883660271325988
Tamil Nadu,9075,Health,0.27681920480120015,0.7876969242310576,0.3296659331866374,0.11925000000000008,0.5154243788560947,0.732,2024-02-13 18:38:00,298277,106252,0.6254545454545455,0.4233674668457278,0.43966835048218045,Moderate Risk,0.4625254933393234
Kerala,5762,Education,0.17004251062765685,0.6811702925731433,0.48849769953990796,0.9402500000000003,0.8192429548107388,0.651,2024-02-13 19:01:00,197283,249740,0.6963636363636364,0.4240389457780763,0.6028008628133087,Moderate Risk,0.6256580056704514
Uttar Pradesh,6203,Health,0.30207551887971995,0.5726431607901975,0.05061012202440496,0.9350000000000005,0.2986493246623312,0.179,2024-02-13 20:26:00,412581,387902,0.8218181818181818,0.08930669800235014,0.43858614373959803,Moderate Risk,0.4614432865967407
Telangana,3917,Digital Inclusion,0.581645411352838,0.39434858714678667,0.14642928585717152,0.8860000000000001,0.45506086376521593,0.771,2024-02-13 20:35:00,594267,252658,0.4290909090909091,0.20345811650159484,0.44229045338778805,Moderate Risk,0.46514759624493074
Karnataka,7674,Education,0.6189047261815455,0.16629157289322327,0.025205041008201645,0.7704999999999997,0.04185426046356511,0.854,2024-02-13 21:25:00,404260,317821,0.27636363636363637,0.10777236864193396,0.28669880079315796,High Risk,0.3095559436503006
West Bengal,8238,Education,0.7586896724181043,0.21580395098774685,0.9615923184636928,0.9267500000000002,0.7545439386359846,0.396,2024-02-14 00:34:00,28916,288531,0.9090909090909091,0.9553466509988249,0.7831167772278947,Low Risk,0.8059739200850375
Odisha,9283,Economic,0.9392348087021753,0.7919479869967492,0.6531306261252252,0.58975,0.5487743871935967,0.291,2024-02-14 01:12:00,461323,50254,0.18909090909090912,0.606009736444519,0.6168483506504535,Moderate Risk,0.6397054935075964
Maharashtra,9291,Health,0.35758939734933737,0.4153538384596148,0.505501100220044,0.57525,0.2701350675337668,0.509,2024-02-14 03:26:00,478401,346629,0.40909090909090906,0.462816854121202,0.42796245239641056,Moderate Risk,0.45081959525355336
Maharashtra,3604,Safety,0.5438859714928732,0.6031507876969241,0.20524104820964184,0.17025000000000023,0.03301650825412705,0.133,2024-02-14 03:35:00,64663,344432,0.6909090909090909,0.24794359576968283,0.35634242890462,High Risk,0.37919957176176294
Tamil Nadu,2878,Economic,0.5866466616654162,0.1355338834708677,0.47849569913982815,0.8492500000000001,0.15357678839419697,0.38,2024-02-14 04:40:00,433438,314357,0.12727272727272726,0.4393150914890046,0.39572726449029166,High Risk,0.41858440734743435
West Bengal,2288,Economic,0.5863965991497873,0.6936734183545887,0.5021004200840167,0.8015000000000003,0.10755377688844414,0.819,2024-02-14 06:33:00,244640,246406,0.2836363636363637,0.5532986402551621,0.5040227454811946,Moderate Risk,0.5268798883383375
West Bengal,2101,Education,0.1390347586896723,0.25081270317579396,0.6707341468293659,0.5522500000000004,0.5824578956144738,0.974,2024-02-14 06:37:00,396310,86418,0.3745454545454545,0.6906160819204298,0.46577872011074156,Moderate Risk,0.4886358629678845
Bihar,5395,Health,0.09652413103275803,0.40635158789697423,0.43168633726745353,0.6560000000000001,0.30465232616308147,0.977,2024-02-14 12:45:00,251595,39815,0.06545454545454546,0.3810642941077724,0.33453331741751213,High Risk,0.35739046027465504
Kerala,5349,Education,0.7074268567141786,0.16679169792448112,0.7545509101820365,0.7690000000000001,0.3103218275804569,0.094,2024-02-14 12:58:00,415524,119843,0.25090909090909086,0.7372838677186503,0.5280406072898421,Moderate Risk,0.5508977501469849
Uttar Pradesh,2691,Education,0.1175293823455863,0.9182295573893473,0.18323664732946587,0.5945,0.21644155411038846,0.3,2024-02-14 13:15:00,495954,338191,0.890909090909091,0.3026691287560853,0.46050219440570916,Moderate Risk,0.4833593372628521
Maharashtra,4004,Digital Inclusion,0.34408602150537626,0.9014753688422104,0.727145429085817,0.508,0.9187927296981825,0.655,2024-02-14 15:47:00,299582,218242,0.020000000000000004,0.7387946953164345,0.5940420349211458,Moderate Risk,0.6168991777782887
Uttar Pradesh,3548,Education,0.5103775943985995,0.014003500875218788,0.2624524904980996,0.7592500000000002,0.13840253460063368,0.21,2024-02-14 17:39:00,414839,85533,0.3909090909090909,0.346650998824912,0.3460066014437935,High Risk,0.36886374430093627
Tamil Nadu,2197,Health,0.99074768692173,0.3938484621155288,0.7911582316463293,0.18825000000000003,0.28030682007670493,0.773,2024-02-14 17:59:00,518914,238971,0.6836363636363636,0.7369481282524761,0.5806993846641618,Moderate Risk,0.5977354293896291
Tamil Nadu,8632,Education,0.9967491872968242,0.2770692673168291,0.9955991198239649,0.605,0.9973319993329998,0.082,2024-02-14 20:25:00,414983,181024,0.003636363636363646,0.8724190028537855,0.6782578486086811,Moderate Risk,0.6848176790901348
Bihar,6989,Digital Inclusion,0.2138034508627158,0.25456364091022754,0.25505101020204046,0.9575,0.9107887276971819,0.098,2024-02-15 03:15:00,208459,213638,0.6618181818181817,0.3604163169380562,0.516277332632629,Moderate Risk,0.5391344754897719
Bihar,4850,Safety,0.5948987246811701,0.3188297074268567,0.7459491898379678,0.6350000000000002,0.896114724028681,0.002,2024-02-15 06:17:00,89900,115053,0.3745454545454545,0.7208326338761122,0.612310062056606,Moderate Risk,0.635167204913749
Karnataka,7945,Health,0.3733433358339584,0.5203800950237559,0.3666733346669333,0.8435000000000001,0.3686843421710856,0.903,2024-02-15 06:19:00,281320,30200,0.9581818181818181,0.39919422528118187,0.547136735879819,Moderate Risk,0.5699938787369618
Rajasthan,2710,Digital Inclusion,0.7174293573393347,0.43585896474118524,0.36607321464292863,0.8635000000000002,0.26279806569951647,0.229,2024-02-15 06:50:00,259773,390366,0.07818181818181819,0.3795534665099882,0.4433421267306817,Moderate Risk,0.4661992695878244
Telangana,1809,Education,0.8837209302325579,0.4991247811952988,0.3076615323064613,0.9485000000000001,0.0005002501250624958,0.799,2024-02-15 10:19:00,253082,237136,0.11272727272727276,0.2974651670303845,0.4356714190881483,Moderate Risk,0.45852856194529107
Bihar,6634,Safety,0.31382845711427865,0.14228557139284825,0.9365873174634927,0.16125000000000012,0.6461564115391029,0.988,2024-02-15 10:36:00,178928,73800,0.3872727272727272,0.8242403894577808,0.4873744106057472,Moderate Risk,0.5102315534628902
Uttar Pradesh,7576,Economic,0.9577394348587145,0.47361840460115023,0.11162232446489295,0.85425,0.28330832082708013,0.651,2024-02-15 13:26:00,183143,71863,0.37636363636363634,0.16837334228638579,0.4607536376288372,Moderate Risk,0.4825051469347348
Bihar,5054,Education,0.11452863215803966,0.210052513128282,0.2782556511302261,0.9430000000000001,0.8190762047690511,0.688,2024-02-15 15:54:00,545507,285752,0.1727272727272727,0.3041799563538695,0.4059743186095344,Moderate Risk,0.42883146146667717
Telangana,4511,Digital Inclusion,0.45911477869467365,0.9949987496874217,0.5969193838767755,0.42725000000000013,0.18375854593963648,0.234,2024-02-15 17:29:00,139870,163215,0.509090909090909,0.6515024341111297,0.5460906859143638,Moderate Risk,0.5639480073875894
Kerala,8397,Digital Inclusion,0.3868467116779195,0.2683170792698174,0.3560712142428486,0.2602500000000001,0.5691178922794732,0.653,2024-02-15 18:12:00,148813,156697,0.5072727272727273,0.3577304012086622,0.38651514656449265,High Risk,0.4093722894216354
Uttar Pradesh,4886,Safety,0.38809702425606396,0.6024006001500375,0.07801560312062417,0.05500000000000016,0.4388861097215274,0.865,2024-02-15 20:28:00,579196,312605,0.11636363636363634,0.0654691959039787,0.2491760242165526,High Risk,0.27203316707369535
Odisha,7582,Economic,0.38184546136534125,0.15378844711177786,0.9051810362072414,0.34624999999999995,0.21093880273470067,0.74,2024-02-16 00:53:00,239932,10485,0.28727272727272735,0.804263891220413,0.4413629094160288,Moderate Risk,0.46422005227317176
Tamil Nadu,5077,Safety,0.7711927981995497,0.3318329582395598,0.1948389677935588,0.8792500000000003,0.8842754710688677,0.38,2024-02-16 02:26:00,493891,393698,0.84,0.17743830787309056,0.5826897861678039,Moderate Risk,0.6055469290249466
Kerala,1819,Education,0.7161790447611902,0.5653913478369592,0.7779555911182237,0.1312500000000001,0.30498582624645654,0.708,2024-02-16 04:01:00,255865,343372,0.7836363636363636,0.6793688098035924,0.5655381404861123,Moderate Risk,0.5883952833432552
Maharashtra,2783,Safety,0.6071517879469868,0.4318579644911228,0.6913382676535309,0.68675,0.4303818575954643,0.633,2024-02-16 04:15:00,371316,7028,0.42000000000000004,0.6602316602316602,0.5611016482741092,Moderate Risk,0.5839587911312522
Karnataka,3868,Digital Inclusion,0.5751437859464867,0.8669667416854212,0.9621924384876974,0.051000000000000156,0.16808404202101046,0.806,2024-02-16 04:42:00,80836,280908,0.369090909090909,0.9654188349840523,0.5654138217450825,Moderate Risk,0.5882709646022256
Maharashtra,2551,Health,0.1967991997999501,0.9114778694673669,0.2900580116023206,0.6247500000000001,0.857595464398866,0.981,2024-02-16 05:09:00,256917,153479,0.37636363636363634,0.2840355883834146,0.5058685385736507,Moderate Risk,0.5287256814307936
Kerala,1661,Digital Inclusion,0.18179544886221555,0.6589147286821706,0.15883176635327068,0.714,0.6524929131232283,0.017,2024-02-16 06:50:00,438681,91780,0.005454545454545462,0.15393654524089317,0.36077513538804623,High Risk,0.38363227824518903
Odisha,6493,Education,0.8202050512628158,0.6179044761190298,0.6795359071814364,0.28900000000000015,0.5926296481574119,0.342,2024-02-16 07:11:00,200202,46787,0.8745454545454545,0.6939734765821722,0.6525420019783316,Moderate Risk,0.6753991448354744
Bihar,3759,Safety,0.425356339084771,0.11677919479869969,0.4724944988997799,0.5647500000000001,0.19943304985826238,0.761,2024-02-16 11:07:00,576985,377607,0.5436363636363637,0.4945442336746685,0.4024276685646493,Moderate Risk,0.42528481142179214
Kerala,2747,Education,0.8582145536384096,0.3373343335833958,0.3810762152430487,0.1352500000000001,0.3061530765382692,0.074,2024-02-16 11:12:00,238981,156882,0.7036363636363636,0.3553802249454424,0.43957782394070427,Moderate Risk,0.462434966797847
Odisha,4884,Digital Inclusion,0.2685671417854463,0.2433108277069267,0.6259251850370076,0.72125,0.08887777221944304,0.792,2024-02-16 15:03:00,71363,190035,0.6872727272727273,0.6682894074198422,0.47192758020591324,Moderate Risk,0.4947847230630562
West Bengal,5518,Health,0.027006751687921993,0.5493873468367091,0.3336667333466694,0.6415000000000002,0.24545606136401532,0.655,2024-02-16 17:45:00,454908,230625,0.4254545454545454,0.3364109451065974,0.365554626256637,High Risk,0.3884117691137799
Bihar,1371,Digital Inclusion,0.0440110027506877,0.716679169792448,0.9845969193838768,0.30225000000000013,0.5837918959479739,0.251,2024-02-16 18:35:00,96327,257810,0.9454545454545454,0.9588719153936545,0.6479507783890267,Moderate Risk,0.6708079212461697
Uttar Pradesh,7080,Education,0.7021755438859714,0.5248812203050762,0.3018603720744151,0.44950000000000023,0.40420210105052523,0.294,2024-02-16 20:11:00,405347,188509,0.18363636363636363,0.2712774886687931,0.4053618699458778,Moderate Risk,0.4282190128030206
Rajasthan,1953,Health,0.7731932983245811,0.8444611152788197,0.8265653130626125,0.05425000000000013,0.012673003168250818,0.702,2024-02-16 20:31:00,415318,36164,0.8727272727272727,0.840691623300319,0.6035088036945508,Moderate Risk,0.626365946551694
Kerala,9741,Digital Inclusion,0.5593898474618653,0.04876219054763686,0.8133626725345069,0.3600000000000003,0.4035351008837752,0.757,2024-02-16 21:10:00,235879,25003,0.9436363636363637,0.8250797381232163,0.5648237018839093,Moderate Risk,0.5876808447410522
Kerala,2102,Education,0.5148787196799198,0.4506126531632908,0.8325665133026607,0.18100000000000005,0.3108220777055194,0.206,2024-02-16 23:11:00,175002,220230,0.8218181818181818,0.8646969951317778,0.5680564486859072,Moderate Risk,0.5909135915430502
Tamil Nadu,1535,Education,0.676419104776194,0.11152788197049263,0.29525905181036216,0.47450000000000014,0.30065032516258117,0.918,2024-02-16 23:48:00,270783,173212,0.5236363636363636,0.3624307537351017,0.3920604972987279,High Risk,0.4149176401558707
Karnataka,7783,Safety,0.5101275318829706,0.08327081770442607,0.7033406681336267,0.4930000000000001,0.4715691178922794,0.956,2024-02-17 00:30:00,529690,44181,0.3036363636363636,0.6431089474567736,0.45829334952949147,Moderate Risk,0.4811504923866343
Rajasthan,3839,Education,0.7981995498874719,0.5778944736184045,0.06681336267253457,0.6059999999999999,0.045856261464065406,0.374,2024-02-17 01:53:00,305088,234323,0.1581818181818182,0.08829947960382756,0.33446356363258883,High Risk,0.3573207064897316
Odisha,3804,Safety,0.7666916729182294,0.6004001000250061,0.1388277655531106,0.4982500000000003,0.6936801734200434,0.621,2024-02-17 03:05:00,197116,60173,0.8018181818181819,0.1648480778915562,0.5235022816608754,Moderate Risk,0.5463594245180181
Maharashtra,6730,Digital Inclusion,0.070017504376094,0.7619404851212803,0.13462692538507703,0.21150000000000002,0.7783891945972986,0.866,2024-02-17 05:01:00,39904,378572,0.08363636363636362,0.24122880644619782,0.32590561136604446,High Risk,0.34876275422318737
West Bengal,3581,Economic,0.8199549887471864,0.6951737934483619,0.848369673934787,0.6182500000000002,0.8919459729864933,0.083,2024-02-17 08:05:00,251223,275848,0.48363636363636364,0.7700184656706396,0.7324784654891188,Low Risk,0.7553356083462618
Uttar Pradesh,3192,Economic,0.03725931482870726,0.1902975743935984,0.2584516903380676,0.6715,0.5612806403201601,0.545,2024-02-17 10:46:00,52109,352487,0.9872727272727272,0.2712774886687931,0.42533420511743625,Moderate Risk,0.44819134797457905
Maharashtra,5952,Economic,0.5826456614153539,0.3203300825206301,0.47349469893978813,0.13024999999999998,0.834750708687677,0.118,2024-02-17 13:13:00,152491,244328,0.5272727272727272,0.4592915897263723,0.4754336383660784,Moderate Risk,0.49829078122322124
Telangana,4909,Health,0.14053513378344595,0.3578394598649661,0.5429085817163433,0.8297500000000002,0.08220777055194262,0.109,2024-02-17 13:47:00,204621,103000,0.3145454545454546,0.4653349001175089,0.39044590008280883,High Risk,0.41330304293995174
Telangana,3375,Economic,0.5378844711177793,0.5411352838209552,0.46929385877175434,0.7870000000000004,0.92096048024012,0.835,2024-02-17 15:45:00,536593,380994,0.48363636363636364,0.39902635554809474,0.5912766875907239,Moderate Risk,0.6141338304478667
Tamil Nadu,7522,Health,0.9599899974993749,0.8404601150287572,0.11102220444088817,0.3320000000000001,0.8849424712356179,0.981,2024-02-17 16:09:00,48411,366668,0.23090909090909092,0.23014940406244755,0.5127818975965966,Moderate Risk,0.5342118979538287
Bihar,2106,Economic,0.6824206051512878,0.12853213303325828,0.9155831166233246,0.42925000000000013,0.11905952976488232,0.367,2024-02-17 17:20:00,584314,194223,0.2490909090909091,0.8502601980862851,0.48202807024999245,Moderate Risk,0.5048852131071354
Maharashtra,8996,Digital Inclusion,0.3168292073018255,0.023255813953488358,0.20384076815363072,0.8855,0.24812406203101545,0.421,2024-02-17 23:26:00,404061,327639,0.4945454545454546,0.19674332717810994,0.33840551902336063,High Risk,0.3612626618805033
Telangana,1920,Safety,0.5933983495873967,0.043760940235058776,0.8381676335267054,0.4460000000000002,0.5080873770218443,0.601,2024-02-18 00:48:00,324398,86170,0.6363636363636364,0.8250797381232163,0.5558368106939797,Moderate Risk,0.5786939535511226
Bihar,2647,Safety,0.12428107026756674,0.02000500125031257,0.8113622724544911,0.6977500000000001,0.6519926629981657,0.634,2024-02-18 02:03:00,123681,36976,0.26909090909090905,0.6845727715292933,0.46557924108439125,Moderate Risk,0.4884363839415341
West Bengal,9061,Health,0.9837459364841208,0.18179544886221555,0.6745349069813964,0.6155000000000004,0.23111555777888948,0.807,2024-02-18 03:34:00,122218,20930,0.06,0.6869229477925131,0.4905163996998766,Moderate Risk,0.5085526944878592
Maharashtra,8130,Education,0.39434858714678667,0.7886971742935733,0.02260452090418097,0.8945000000000003,0.5432716358179089,0.641,2024-02-18 08:03:00,260610,308388,0.37636363636363634,0.16098707403055235,0.4543960897938056,Moderate Risk,0.4772532326509483
Uttar Pradesh,9463,Health,0.2773193298324579,0.7334333583395847,0.927985597119424,0.17600000000000016,0.7525429381357346,0.124,2024-02-18 08:23:00,224718,118947,0.3418181818181818,0.824576128923955,0.5762393620241912,Moderate Risk,0.5990965048813343
Rajasthan,5215,Economic,0.6941735433858462,0.20580145036259068,0.2956591318263653,0.9079999999999999,0.28597632149408037,0.613,2024-02-18 08:49:00,257327,207927,0.052727272727272734,0.36478092999832135,0.4010169499706396,Moderate Risk,0.4238740928277822
Bihar,1878,Health,0.6021505376344085,0.7364341085271318,0.013002600520104046,0.10650000000000026,0.11922627980656997,0.349,2024-02-18 10:57:00,111062,387723,0.8181818181818182,0.16669464495551456,0.3660271413750782,High Risk,0.38888428423222104
West Bengal,1405,Health,0.34958739684921203,0.6071517879469868,0.04660932186437283,0.001000000000000112,0.4212106053026513,0.431,2024-02-18 12:35:00,40627,286502,0.7545454545454546,0.057075709249622464,0.31959718225118566,High Risk,0.34245432510832857
Kerala,6869,Education,0.6884221055263815,0.7596899224806202,0.8713742748549711,0.6812499999999999,0.5852926463231617,0.046,2024-02-18 14:09:00,89866,304242,0.7818181818181817,0.8965922444183314,0.7520627679173781,Low Risk,0.7749199107745213
Uttar Pradesh,1894,Economic,0.19404851212803198,0.029757439359839988,0.7621524304860972,0.6475000000000004,0.6334834083708522,0.848,2024-02-18 16:07:00,63405,121910,0.10363636363636364,0.7426556991774383,0.44474769330837477,Moderate Risk,0.4676048361655177
West Bengal,4115,Economic,0.30182545636409097,0.8817204301075268,0.8985797159431888,0.9805000000000001,0.9378022344505587,0.122,2024-02-18 16:29:00,501519,132073,0.9909090909090909,0.821890213194561,0.8304610201384311,Low Risk,0.8522035580740656
Uttar Pradesh,7335,Safety,0.7959489872468115,0.38284571142785684,0.7841568313662735,0.7425000000000002,0.7983991995998,0.155,2024-02-18 16:30:00,132632,308495,0.21272727272727274,0.8024173241564546,0.645570760932067,Moderate Risk,0.6684279037892099
Telangana,7459,Health,0.945736434108527,0.5608902225556388,0.39147829565913184,0.6339999999999999,0.9269634817408704,0.559,2024-02-18 19:56:00,510992,309583,0.09272727272727274,0.3516870908175257,0.5576403996584238,Moderate Risk,0.5804975425155666
Maharashtra,5228,Education,0.1892973243310827,0.24806201550387597,0.8091618323664733,0.34025000000000016,0.945806236451559,0.581,2024-02-18 20:11:00,161983,374952,0.9418181818181818,0.7037099211012254,0.5968722159389142,Moderate Risk,0.617471325017263
Rajasthan,7018,Health,0.8992248062015502,0.1705426356589147,0.8147629525905182,0.3210000000000002,0.2574620643655161,0.694,2024-02-18 20:39:00,93726,180227,0.7545454545454546,0.7738794695316434,0.5702024832705139,Moderate Risk,0.5930596261276568
West Bengal,4881,Education,0.608902225556389,0.8342085521380345,0.7633526705341067,0.9312500000000004,0.22744705686176414,0.888,2024-02-18 21:29:00,252303,72537,0.1563636363636364,0.6991774383078732,0.6029573685374006,Moderate Risk,0.6258145113945436
Odisha,4933,Safety,0.3470867716929231,0.4306076519129781,0.08461692338467686,0.05600000000000005,0.32366183091545775,0.024,2024-02-18 22:01:00,353885,40516,0.8618181818181818,0.09316770186335421,0.3138512945125103,High Risk,0.33670843736965306
Rajasthan,2942,Safety,0.721180295073768,0.4808702175543884,0.29485897179435905,0.3500000000000001,0.26780056695014165,0.308,2024-02-18 23:48:00,463054,126684,0.3654545454545455,0.3859325163672991,0.40944244474207175,Moderate Risk,0.4322995875992145
Tamil Nadu,6468,Economic,0.0002500625156289793,0.28932233058264567,0.7629525905181036,0.30900000000000016,0.7296981824245455,0.292,2024-02-19 01:05:00,110897,380886,0.9981818181818182,0.769346986738291,0.5512502815658619,Moderate Risk,0.5741074244230049
Tamil Nadu,7045,Digital Inclusion,0.8197049262315579,0.8814703675918978,0.38627725545109026,0.3142499999999999,0.5911288977822243,0.163,2024-02-19 02:06:00,15411,89453,0.11818181818181817,0.333221420177942,0.4920335264880758,Moderate Risk,0.5148906693452187
Odisha,2426,Economic,0.48262065516379105,0.8587146786696673,0.032006401280256114,0.8320000000000003,0.88344172086043,0.514,2024-02-19 03:04:00,193081,78519,0.4872727272727273,0.07554137988920606,0.5216567947337254,Moderate Risk,0.5445139375908682
Rajasthan,3350,Health,0.7659414853713429,0.5288822205551387,0.5167033406681336,0.30300000000000016,0.8005669501417375,0.768,2024-02-19 05:42:00,229625,136318,0.5109090909090909,0.49135470874601317,0.5596225423416367,Moderate Risk,0.5824796851987796
Telangana,2168,Digital Inclusion,0.059514878719679976,0.7391847961990496,0.8645729145829166,0.4445000000000001,0.11205602801400705,0.986,2024-02-19 06:46:00,292970,85554,0.24363636363636368,0.8510995467517206,0.4735092182719625,Moderate Risk,0.49636636112910565
Kerala,6650,Education,0.6779194798699675,0.751687921980495,0.3890778155631127,0.15900000000000003,0.5474403868600967,0.518,2024-02-19 07:43:00,269046,383371,0.4745454545454545,0.48044317609535014,0.4971591764163538,Moderate Risk,0.5200163192734967
Maharashtra,3182,Education,0.5653913478369592,0.2655663915978995,0.0600120024004801,0.05725000000000002,0.6628314157078538,0.289,2024-02-19 09:01:00,67769,276253,0.19272727272727272,0.11129763303676354,0.2735822947581755,High Risk,0.29643943761531827
Karnataka,4574,Education,0.9527381845461362,0.3293323330832708,0.09421884376875378,0.9397500000000001,0.32066033016508255,0.773,2024-02-19 09:34:00,560209,17441,0.5745454545454546,0.151082759778412,0.4803325579838728,Moderate Risk,0.5027985316201389
Maharashtra,1717,Economic,0.5486371592898225,0.9572393098274568,0.47989597919583926,0.40474999999999994,0.7558779389694846,0.924,2024-02-19 09:37:00,73396,376662,0.6909090909090909,0.5250965250965252,0.6232008576126028,Moderate Risk,0.6460580004697456
Maharashtra,2089,Safety,0.31007751937984485,0.09802450612653169,0.7019403880776156,0.5289999999999999,0.6048024012006002,0.776,2024-02-19 10:02:00,343529,105225,0.1490909090909091,0.7471881819707906,0.44858912940661316,Moderate Risk,0.471446272263756
West Bengal,3842,Health,0.6519129782445612,0.14953738434608654,0.9551910382076416,0.65875,0.1727530431882608,0.037,2024-02-19 12:00:00,573925,66060,0.7163636363636364,0.915057915057915,0.6027951422011573,Moderate Risk,0.6256522850583003
Tamil Nadu,8227,Digital Inclusion,0.414853713428357,0.199299824956239,0.7789557911582317,0.9060000000000001,0.9007837251959313,0.934,2024-02-19 12:53:00,116686,37887,0.20181818181818187,0.6867550780594259,0.5840666163737668,Moderate Risk,0.6069237592309096
Kerala,4991,Economic,0.5706426606651662,0.6014003500875218,0.3902780556111223,0.7149999999999999,0.6988494247123563,0.237,2024-02-19 14:02:00,465430,115232,0.9181818181818181,0.3563874433439652,0.6072485360859928,Moderate Risk,0.6301056789431356
Rajasthan,9995,Education,0.5431357839459865,0.06426606651662914,0.14522904580916185,0.9525000000000001,0.7241954310488578,0.785,2024-02-19 15:28:00,155676,48504,0.930909090909091,0.16165855296290088,0.5031277101703754,Moderate Risk,0.525984853027518
West Bengal,9751,Digital Inclusion,0.8679669917479367,1.0,0.9041808361672337,0.6324999999999998,0.2584625646156412,0.922,2024-02-19 15:33:00,561702,116518,0.8090909090909091,0.7747188181970791,0.7495600171169714,Low Risk,0.7667028742598287
Bihar,3293,Education,0.17479369842460613,0.8504626156539132,0.5747149429885978,0.40200000000000014,0.28781057195264304,0.248,2024-02-19 16:17:00,556849,275365,0.829090909090909,0.5114990767164681,0.5186245449753053,Moderate Risk,0.5414816878324483
Maharashtra,5699,Economic,0.62465616404101,0.4361090272568141,0.6025205041008204,0.5765000000000002,0.7917291979322995,0.453,2024-02-19 16:29:00,502383,194383,0.09636363636363637,0.5987913379217727,0.532381409659479,Moderate Risk,0.5552385525166219
Telangana,9651,Digital Inclusion,0.0012503125781446744,0.9747436859214802,0.21984396879375878,0.6335000000000002,0.80173420043355,0.139,2024-02-19 17:37:00,400088,308179,0.4436363636363636,0.21050864529125413,0.4693167395220788,Moderate Risk,0.4900676415332959
West Bengal,4238,Safety,0.46461615403850964,0.5663915978994748,0.8855771154230847,0.9800000000000004,0.6406536601634149,0.256,2024-02-19 21:15:00,110918,5864,0.5472727272727272,0.7671646802081585,0.6930965621436244,Moderate Risk,0.7159537050007673
Tamil Nadu,4786,Digital Inclusion,0.6021505376344085,0.9302325581395348,0.9539907981596321,0.16875000000000018,0.8085709521427381,0.279,2024-02-19 22:59:00,554173,328162,0.25090909090909086,0.8017458452241061,0.6451928260299301,Moderate Risk,0.6680499688870731
Tamil Nadu,2794,Economic,0.7034258564641158,0.09602400600150035,0.11542308461692352,0.9855,0.3758545939636485,0.075,2024-02-20 00:46:00,494481,10036,0.8981818181818183,0.1828101393318785,0.479602785508555,Moderate Risk,0.5024599283656976
Rajasthan,7732,Health,0.6881720430107525,0.7991997999499874,0.3826765353070616,0.28475000000000006,0.8846089711522426,0.95,2024-02-20 00:48:00,100798,161021,0.5472727272727272,0.40876280006714794,0.5707775538228457,Moderate Risk,0.5936346966799884
